....########## Connecting to IRE CDN1..############
│ 2   │ R4.1_jsmpeg      │ default     │ 1.0.0   │ cluster │ 3898     │ 11h    │ 26   │ online    │ 0%       │ 130.3mb  │ root     │ disabled │
│ 3   │ RA5.1_jsmpeg     │ default     │ 1.0.0   │ cluster │ 5611     │ 6h     │ 42   │ online    │ 0%       │ 137.6mb  │ root     │ disabled │
....########## Connecting to IRE CDN7..############
│ BC4.2_jsmpeg │ 1  │ 1.0.0   │ fork │ 16855 │ online │ 9       │ 2D     │ 1.6% │ 141.1 MB   │ root │ disabled │
│ BC4.3_jsmpeg │ 2  │ 1.0.0   │ fork │ 4344  │ online │ 1       │ 6D     │ 1%   │ 164.9 MB   │ root │ disabled │
│ BC4.4_jsmpeg │ 3  │ 1.0.0   │ fork │ 2015  │ online │ 0       │ 20D    │ 1.3% │ 146.9 MB   │ root │ disabled │
│ BC4.5_jsmpeg │ 4  │ 1.0.0   │ fork │ 4888  │ online │ 8       │ 6D     │ 1.1% │ 148.7 MB   │ root │ disabled │
│ R9.1_jsmpeg  │ 5  │ 1.0.0   │ fork │ 27367 │ online │ 2       │ 2D     │ 1.5% │ 378.4 MB   │ root │ disabled │
....########## Connecting to IRE CDN8..############
│ BC3.2    │ 1  │ 1.0.0   │ fork │ 22414 │ online │ 2       │ 7D     │ 1.2% │ 174.0 MB   │ root │ disabled │
│ BC3.3    │ 2  │ 1.0.0   │ fork │ 3183  │ online │ 9       │ 2D     │ 0.8% │ 166.0 MB   │ root │ disabled │
│ BC3.4    │ 3  │ 1.0.0   │ fork │ 2078  │ online │ 0       │ 20D    │ 1.2% │ 142.3 MB   │ root │ disabled │
│ BC3.5    │ 4  │ 1.0.0   │ fork │ 2091  │ online │ 0       │ 20D    │ 0.4% │ 143.4 MB   │ root │ disabled │
│ SB9.1    │ 5  │ 1.0.0   │ fork │ 2178  │ online │ 0       │ 20D    │ 0.8% │ 1.9 GB     │ root │ disabled │
│ SWB14    │ 6  │ 1.0.0   │ fork │ 2632  │ online │ 0       │ 20D    │ 0.4% │ 140.2 MB   │ root │ disabled │
....########## Connecting to IRE CDN9..############
│ BJ11.1   │ 1  │ 1.0.0   │ fork │ 1981  │ online │ 0       │ 20D    │ 1.5% │ 223.0 MB   │ root │ disabled │
│ BJ11.10  │ 10 │ 1.0.0   │ fork │ 18099 │ online │ 2       │ 8D     │ 1.2% │ 152.8 MB   │ root │ disabled │
│ BJ11.2   │ 2  │ 1.0.0   │ fork │ 1994  │ online │ 0       │ 20D    │ 1.5% │ 165.5 MB   │ root │ disabled │
│ BJ11.3   │ 3  │ 1.0.0   │ fork │ 14766 │ online │ 2       │ 13D    │ 0.7% │ 153.8 MB   │ root │ disabled │
│ BJ11.4   │ 4  │ 1.0.0   │ fork │ 25548 │ online │ 2       │ 26h    │ 1.4% │ 149.0 MB   │ root │ disabled │
│ BJ11.5   │ 5  │ 1.0.0   │ fork │ 26477 │ online │ 2       │ 19D    │ 1.9% │ 296.7 MB   │ root │ disabled │
│ BJ11.6   │ 6  │ 1.0.0   │ fork │ 32457 │ online │ 4       │ 5h     │ 1%   │ 100.4 MB   │ root │ disabled │
│ BJ11.7   │ 7  │ 1.0.0   │ fork │ 32500 │ online │ 6       │ 5h     │ 1%   │ 110.7 MB   │ root │ disabled │
│ BJ11.8   │ 8  │ 1.0.0   │ fork │ 2129  │ online │ 0       │ 20D    │ 1%   │ 166.6 MB   │ root │ disabled │
│ BJ11.9   │ 9  │ 1.0.0   │ fork │ 2153  │ online │ 0       │ 20D    │ 1.5% │ 159.8 MB   │ root │ disabled │
│ TEST     │ 11 │ 1.0.0   │ fork │ 2698  │ online │ 0       │ 20D    │ 0.2% │ 184.3 MB   │ root │ disabled │
